empresa;producto;precio;fecha_vigencia;empresabandera;latitud;longitud;anio;mes
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1932;11/12/2025 10:26;GULF;-3.178.869;-6.051.624;2025;12
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1971;12/2/2026 15:50;GULF;-3.178.869;-6.051.624;2026;2
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;2054;13/3/2026 12:23;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1823;13/11/2025 10:12;GULF;-3.178.869;-6.051.624;2025;11
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;139.400;14/3/2022 17:29;GULF;-3.178.869;-6.051.624;2022;3
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1443;14/5/2025 14:54;GULF;-3.178.869;-6.051.624;2025;5
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;819;14/12/2023 17:36;GULF;-3.178.869;-6.051.624;2023;12
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1944;15/1/2026 15:11;GULF;-3.178.869;-6.051.624;2026;1
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1618;15/8/2025 11:29;GULF;-3.178.869;-6.051.624;2025;8
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1695;15/9/2025 10:53;GULF;-3.178.869;-6.051.624;2025;9
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;278.1;16/1/2023 09:50;GULF;-3.178.869;-6.051.624;2023;1
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;291.3;16/2/2023 19:42;GULF;-3.178.869;-6.051.624;2023;2
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;300.5;16/3/2023 09:47;GULF;-3.178.869;-6.051.624;2023;3
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;305.8;16/4/2023 14:30;GULF;-3.178.869;-6.051.624;2023;4
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;319.9;17/5/2023 11:10;GULF;-3.178.869;-6.051.624;2023;5
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;195.0;17/6/2022 10:06;GULF;-3.178.869;-6.051.624;2022;6
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;329.5;17/6/2023 10:12;GULF;-3.178.869;-6.051.624;2023;6
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;2110;18/3/2026 12:25;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;404.8;18/8/2023 09:25;GULF;-3.178.869;-6.051.624;2023;8
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1999;19/2/2026 15:52;GULF;-3.178.869;-6.051.624;2026;2
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;2167;20/3/2026 12:26;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;2185;21/3/2026 12:28;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1499;21/6/2025 16:26;GULF;-3.178.869;-6.051.624;2025;6
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1554;21/7/2025 10:39;GULF;-3.178.869;-6.051.624;2025;7
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;208.3;21/8/2022 10:51;GULF;-3.178.869;-6.051.624;2022;8
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1630;21/8/2025 09:56;GULF;-3.178.869;-6.051.624;2025;8
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;417;23/10/2023 14:00;GULF;-3.178.869;-6.051.624;2023;10
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;2257;25/3/2026 12:30;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1717;25/9/2025 16:05;GULF;-3.178.869;-6.051.624;2025;9
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;510;25/11/2023 11:57;GULF;-3.178.869;-6.051.624;2023;11
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;2280;26/3/2026 12:32;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;2300;27/3/2026 12:33;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1908;27/11/2025 15:54;GULF;-3.178.869;-6.051.624;2025;11
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;2338;28/3/2026 12:35;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1763;30/10/2025 15:06;GULF;-3.178.869;-6.051.624;2025;10
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1031;1/2/2024 16:48;GULF;-3.178.869;-6.051.624;2024;2
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1473;1/2/2025 17:13;GULF;-3.178.869;-6.051.624;2025;2
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1501;1/3/2025 11:25;GULF;-3.178.869;-6.051.624;2025;3
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1161;1/4/2024 15:42;GULF;-3.178.869;-6.051.624;2024;4
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1527;1/4/2025 16:25;GULF;-3.178.869;-6.051.624;2025;4
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1435;1/5/2025 13:00;GULF;-3.178.869;-6.051.624;2025;5
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1256;1/6/2024 11:49;GULF;-3.178.869;-6.051.624;2024;6
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1274;1/7/2024 17:05;GULF;-3.178.869;-6.051.624;2024;7
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;322.0;1/8/2023 16:38;GULF;-3.178.869;-6.051.624;2023;8
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1326;1/8/2024 14:24;GULF;-3.178.869;-6.051.624;2024;8
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1563;1/8/2025 16:29;GULF;-3.178.869;-6.051.624;2025;8
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1376;1/9/2024 18:21;GULF;-3.178.869;-6.051.624;2024;9
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;183.8;1/10/2022 12:04;GULF;-3.178.869;-6.051.624;2022;10
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1362;1/10/2024 19:05;GULF;-3.178.869;-6.051.624;2024;10
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1725;1/10/2025 12:18;GULF;-3.178.869;-6.051.624;2025;10
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;408;1/11/2023 18:40;GULF;-3.178.869;-6.051.624;2023;11
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1400;1/11/2024 13:49;GULF;-3.178.869;-6.051.624;2024;11
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1773;1/11/2025 11:16;GULF;-3.178.869;-6.051.624;2025;11
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1419;1/12/2024 12:22;GULF;-3.178.869;-6.051.624;2024;12
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1900;1/12/2025 15:56;GULF;-3.178.869;-6.051.624;2025;12
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1109;2/3/2024 09:55;GULF;-3.178.869;-6.051.624;2024;3
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1187;2/5/2024 15:23;GULF;-3.178.869;-6.051.624;2024;5
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1454;2/6/2025 09:27;GULF;-3.178.869;-6.051.624;2025;6
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;321.2;2/8/2023 15:11;GULF;-3.178.869;-6.051.624;2023;8
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1670;2/9/2025 14:22;GULF;-3.178.869;-6.051.624;2025;9
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;969;3/1/2024 14:15;GULF;-3.178.869;-6.051.624;2024;1
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1444;3/1/2025 14:48;GULF;-3.178.869;-6.051.624;2025;1
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1444;3/6/2025 16:25;GULF;-3.178.869;-6.051.624;2025;6
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;197.6;3/11/2022 09:51;GULF;-3.178.869;-6.051.624;2022;11
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1885;4/2/2026 15:14;GULF;-3.178.869;-6.051.624;2026;2
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1917;4/3/2026 12:18;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;209.3;4/12/2022 10:49;GULF;-3.178.869;-6.051.624;2022;12
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1588;5/8/2025 17:07;GULF;-3.178.869;-6.051.624;2025;8
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1236;7/6/2024 18:41;GULF;-3.178.869;-6.051.624;2024;6
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1872;8/1/2026 14:41;GULF;-3.178.869;-6.051.624;2026;1
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;307.40;8/7/2023 15:07;GULF;-3.178.869;-6.051.624;2023;7
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;530;8/12/2023 12:16;GULF;-3.178.869;-6.051.624;2023;12
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;157.10;9/5/2022 09:46;GULF;-3.178.869;-6.051.624;2022;5
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1731;9/10/2025 11:01;GULF;-3.178.869;-6.051.624;2025;10
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1957;10/3/2026 12:20;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1934;11/3/2026 12:22;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1902;11/12/2025 10:26;GULF;-3.178.869;-6.051.624;2025;12
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1879;12/2/2026 15:51;GULF;-3.178.869;-6.051.624;2026;2
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1950;13/3/2026 12:24;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1795;13/11/2025 10:13;GULF;-3.178.869;-6.051.624;2025;11
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;139.400;14/3/2022 17:32;GULF;-3.178.869;-6.051.624;2022;3
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1438;14/5/2025 14:55;GULF;-3.178.869;-6.051.624;2025;5
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;769;14/12/2023 17:37;GULF;-3.178.869;-6.051.624;2023;12
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1875;15/1/2026 15:12;GULF;-3.178.869;-6.051.624;2026;1
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1620;15/8/2025 11:30;GULF;-3.178.869;-6.051.624;2025;8
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1690;15/9/2025 10:51;GULF;-3.178.869;-6.051.624;2025;9
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;222.9;16/1/2023 09:49;GULF;-3.178.869;-6.051.624;2023;1
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;234.3;16/2/2023 19:41;GULF;-3.178.869;-6.051.624;2023;2
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;246.3;16/3/2023 09:46;GULF;-3.178.869;-6.051.624;2023;3
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;260.40;16/4/2023 14:36;GULF;-3.178.869;-6.051.624;2023;4
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;272.4;17/5/2023 11:12;GULF;-3.178.869;-6.051.624;2023;5
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;294.2;17/6/2023 10:13;GULF;-3.178.869;-6.051.624;2023;6
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;2010;18/3/2026 12:25;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;361.4;18/8/2023 09:22;GULF;-3.178.869;-6.051.624;2023;8
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1858;18/12/2025 14:36;GULF;-3.178.869;-6.051.624;2025;12
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1900;19/2/2026 15:53;GULF;-3.178.869;-6.051.624;2026;2
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;2061;20/3/2026 12:27;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;2079;21/3/2026 12:28;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1494;21/6/2025 16:25;GULF;-3.178.869;-6.051.624;2025;6
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1549;21/7/2025 10:35;GULF;-3.178.869;-6.051.624;2025;7
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;173.4;21/8/2022 10:58;GULF;-3.178.869;-6.051.624;2022;8
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1621;21/8/2025 09:55;GULF;-3.178.869;-6.051.624;2025;8
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;372;23/10/2023 14:00;GULF;-3.178.869;-6.051.624;2023;10
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;2151;25/3/2026 12:31;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1683;25/9/2025 16:04;GULF;-3.178.869;-6.051.624;2025;9
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;461;25/11/2023 11:58;GULF;-3.178.869;-6.051.624;2023;11
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;2173;26/3/2026 12:32;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;2200;27/3/2026 12:34;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1877;27/11/2025 15:53;GULF;-3.178.869;-6.051.624;2025;11
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;2228;28/3/2026 12:36;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Nafta (premium) de más de 95 Ron;1743;30/10/2025 15:05;GULF;-3.178.869;-6.051.624;2025;10
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;858;1/2/2024 16:48;GULF;-3.178.869;-6.051.624;2024;2
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1229;1/2/2025 17:09;GULF;-3.178.869;-6.051.624;2025;2
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1252;1/3/2025 11:22;GULF;-3.178.869;-6.051.624;2025;3
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;966;1/4/2024 15:41;GULF;-3.178.869;-6.051.624;2024;4
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1274;1/4/2025 16:25;GULF;-3.178.869;-6.051.624;2025;4
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1249;1/5/2025 12:59;GULF;-3.178.869;-6.051.624;2025;5
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1046;1/6/2024 11:48;GULF;-3.178.869;-6.051.624;2024;6
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1057;1/7/2024 17:04;GULF;-3.178.869;-6.051.624;2024;7
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;254.0;1/8/2023 16:38;GULF;-3.178.869;-6.051.624;2023;8
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1104;1/8/2024 14:23;GULF;-3.178.869;-6.051.624;2024;8
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1365;1/8/2025 16:29;GULF;-3.178.869;-6.051.624;2025;8
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1146;1/9/2024 18:21;GULF;-3.178.869;-6.051.624;2024;9
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;150.8;1/10/2022 12:02;GULF;-3.178.869;-6.051.624;2022;10
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1135;1/10/2024 19:05;GULF;-3.178.869;-6.051.624;2024;10
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1505;1/10/2025 12:16;GULF;-3.178.869;-6.051.624;2025;10
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;322;1/11/2023 18:31;GULF;-3.178.869;-6.051.624;2023;11
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1167;1/11/2024 13:49;GULF;-3.178.869;-6.051.624;2024;11
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1555;1/11/2025 11:15;GULF;-3.178.869;-6.051.624;2025;11
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1183;1/12/2024 12:13;GULF;-3.178.869;-6.051.624;2024;12
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1679;1/12/2025 15:58;GULF;-3.178.869;-6.051.624;2025;12
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;923;2/3/2024 09:55;GULF;-3.178.869;-6.051.624;2024;3
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;985;2/5/2024 15:06;GULF;-3.178.869;-6.051.624;2024;5
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1266;2/6/2025 09:26;GULF;-3.178.869;-6.051.624;2025;6
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;253.9;2/8/2023 15:11;GULF;-3.178.869;-6.051.624;2023;8
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1452;2/9/2025 14:21;GULF;-3.178.869;-6.051.624;2025;9
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;806;3/1/2024 14:14;GULF;-3.178.869;-6.051.624;2024;1
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1204;3/1/2025 14:47;GULF;-3.178.869;-6.051.624;2025;1
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1256;3/6/2025 16:24;GULF;-3.178.869;-6.051.624;2025;6
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;161.4;3/11/2022 09:50;GULF;-3.178.869;-6.051.624;2022;11
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1694;4/2/2026 15:13;GULF;-3.178.869;-6.051.624;2026;2
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1722;4/3/2026 12:17;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;168.7;4/12/2022 10:47;GULF;-3.178.869;-6.051.624;2022;12
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1382;6/8/2025 17:12;GULF;-3.178.869;-6.051.624;2025;8
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1026;7/6/2024 18:41;GULF;-3.178.869;-6.051.624;2024;6
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1683;8/1/2026 14:40;GULF;-3.178.869;-6.051.624;2026;1
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;243;8/7/2023 15:07;GULF;-3.178.869;-6.051.624;2023;7
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;423;8/12/2023 12:15;GULF;-3.178.869;-6.051.624;2023;12
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;128.90;9/5/2022 09:45;GULF;-3.178.869;-6.051.624;2022;5
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1508;9/10/2025 11:00;GULF;-3.178.869;-6.051.624;2025;10
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1762;10/3/2026 12:19;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1712;11/12/2025 10:26;GULF;-3.178.869;-6.051.624;2025;12
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1701;12/2/2026 15:50;GULF;-3.178.869;-6.051.624;2026;2
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1840;13/3/2026 12:23;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1591;13/11/2025 10:12;GULF;-3.178.869;-6.051.624;2025;11
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;116.100;14/3/2022 17:31;GULF;-3.178.869;-6.051.624;2022;3
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1252;14/5/2025 14:54;GULF;-3.178.869;-6.051.624;2025;5
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;639;14/12/2023 17:36;GULF;-3.178.869;-6.051.624;2023;12
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1684;15/1/2026 15:11;GULF;-3.178.869;-6.051.624;2026;1
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1423;15/8/2025 11:29;GULF;-3.178.869;-6.051.624;2025;8
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1467;15/9/2025 10:49;GULF;-3.178.869;-6.051.624;2025;9
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;176.3;16/1/2023 09:46;GULF;-3.178.869;-6.051.624;2023;1
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;185.2;16/2/2023 19:39;GULF;-3.178.869;-6.051.624;2023;2
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;196.4;16/3/2023 09:42;GULF;-3.178.869;-6.051.624;2023;3
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;209.1;16/4/2023 14:32;GULF;-3.178.869;-6.051.624;2023;4
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;219.3;17/5/2023 11:11;GULF;-3.178.869;-6.051.624;2023;5
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;232.5;17/6/2023 10:12;GULF;-3.178.869;-6.051.624;2023;6
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1880;18/3/2026 12:25;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;285.6;18/8/2023 08:49;GULF;-3.178.869;-6.051.624;2023;8
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1673;18/12/2025 14:28;GULF;-3.178.869;-6.051.624;2025;12
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1715;19/2/2026 15:52;GULF;-3.178.869;-6.051.624;2026;2
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1903;20/3/2026 12:26;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1923;21/3/2026 12:28;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1306;21/6/2025 16:24;GULF;-3.178.869;-6.051.624;2025;6
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1346;21/7/2025 10:30;GULF;-3.178.869;-6.051.624;2025;7
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;142.3;21/8/2022 10:52;GULF;-3.178.869;-6.051.624;2022;8
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1399;21/8/2025 09:55;GULF;-3.178.869;-6.051.624;2025;8
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;294;23/10/2023 14:00;GULF;-3.178.869;-6.051.624;2023;10
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;2003;25/3/2026 12:30;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1483;25/9/2025 16:08;GULF;-3.178.869;-6.051.624;2025;9
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;368;25/11/2023 11:59;GULF;-3.178.869;-6.051.624;2023;11
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;2023;26/3/2026 12:32;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;2050;27/3/2026 12:33;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1670;27/11/2025 15:52;GULF;-3.178.869;-6.051.624;2025;11
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;2074;28/3/2026 12:36;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Nafta (súper) entre 92 y 95 Ron;1525;30/10/2025 15:04;GULF;-3.178.869;-6.051.624;2025;10
COOP. LA GANADERA GRAL. RAMIREZ LTDA.;Gas Oil Grado 2;17.90;12/1/2017 19:24;BLANCA;-31.385.829;-60.096.117;2017;1
COOP. LA GANADERA GRAL. RAMIREZ LTDA.;Gas Oil Grado 2;17.30;20/4/2017 19:29;BLANCA;-31.385.829;-60.096.117;2017;4
COOP. LA GANADERA GRAL. RAMIREZ LTDA.;Gas Oil Grado 2;17.50;23/3/2017 15:54;BLANCA;-31.385.829;-60.096.117;2017;3
DAMARRA S.R.L.;Gas Oil Grado 2;38.99;1/10/2018 21:53;BLANCA;-31.746.889;-60.525.064;2018;10
